id,shortname,mktcap,lastvalue,change,percentchange,direction,stk_details,volume,url,
DLI,Smartlink Net,128.48,75.8,0.45,0.6,1,[],3.87k,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/smartlinkholdings/SNS01,
SM,SML Isuzu,799.49,552.45,-10.75,-1.91,-1,[],15.11k,https://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/smlisuzu/SM,
SS42,Sonata,"3,132.70",297.9,2.55,0.86,1,[],43.54k,https://www.moneycontrol.com/india/stockpricequote/computers-software-medium-small/sonatasoftware/SS42,
SIB,South Ind Bk,"1,909.26",10.55,0.05,0.48,1,[],2.78m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/southindianbank/SIB,
SRF,SRF,"18,985.81","3,303.00",-6.15,-0.19,-1,[],289.85k,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF,
STI05,Sterling Bio,19.05,0.7,0,0,0,[],0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sterlingbiotech/SB11,
SO03,Sterlite Techno,"4,893.01",121.15,3.7,3.15,1,[],2.11m,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/sterlitetechnologies/ST20,
SA10,Strides Pharma ,"3,304.95",369.05,1.3,0.35,1,[],216.07k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridespharmascience/SA10,
KEC,Summit Sec,459.4,421.4,9.15,2.22,1,[],1.05k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/summitsecurities/SS56,
SF20,Sundaram Fin,"18,760.44","1,688.55",89.3,5.58,1,[],202.40k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/sundaramfinance/SF20,
SF,Sundram,"9,228.84",439.2,-7.45,-1.67,-1,[],51.44k,https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,
SI48,Supreme Ind,"14,335.62","1,128.55",7.85,0.7,1,[],11.92k,https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48,
TNP,Tamil Newsprint,"1,188.69",171.75,0.65,0.38,1,[],163.49k,https://www.moneycontrol.com/india/stockpricequote/paper/tamilnadunewsprintpapers/TNN,
TPL,Tamilnadu Petro,310.85,34.55,-0.1,-0.29,-1,[],27.56k,https://www.moneycontrol.com/india/stockpricequote/detergents/tamilnadupetroproducts/TP13,
TEI,Tata Elxsi,"5,347.37",858.65,10.6,1.25,1,[],2.21m,https://www.moneycontrol.com/india/stockpricequote/computers-software/tataelxsi/TE,
TIC,Tata Inv Corp,"4,132.62",816.8,3.15,0.39,1,[],5.73k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/tatainvestmentcorporation/TIC,
BSS,Tata Steel BSL ,"2,946.82",26.95,0.5,1.89,1,[],1.08m,https://www.moneycontrol.com/india/stockpricequote/steel-cr-hr-strips/tatasteelbsllimited/BS14,
TSI,Tata Steel Long,"1,706.36",378.35,-5.1,-1.33,-1,[],74.19k,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/tatasteellongproducts/TSI,
T,Thermax,"12,037.77","1,010.25",4.15,0.41,1,[],8.68k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/thermax/T,
TCI,Thomas Cook,"2,492.84",65.9,1.7,2.65,1,[],94.37k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI,
TI01,Titan Company,"1,05,304.76","1,186.15",-1.85,-0.16,-1,[],1.62m,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,
TP06,Torrent Pharma,"31,570.19","1,865.60",8,0.43,1,[],165.34k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06,
L,Trent,"17,964.56",505.35,-0.1,-0.02,-1,[],336.66k,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,
AI01,Trident,"3,821.97",7.5,0.82,12.28,1,[],15.90m,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/trident/AI01,
UFS,UCAL Fuel,272.22,123.1,2.2,1.82,1,[],7.11k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/ucalfuelsystems/UFS,
UL02,Unichem Labs,"1,119.10",158.95,0.2,0.13,1,[],11.64k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02,
MSM,Vardhman Text,"5,216.77",907.25,5.05,0.56,1,[],4.51k,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/vardhmantextiles/VT10,
VSC,Varun Shipping,147.76,9.85,0,0,0,[],0,https://www.moneycontrol.com/india/stockpricequote/shipping/varunshippingcompany/VSC,
SG,Vedanta,"55,534.92",149.4,5.4,3.75,1,[],20.30m,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/vedanta/SG,
VI06,Vesuvius India,"2,233.38","1,100.40",-6.4,-0.58,-1,[],2.54k,https://www.moneycontrol.com/india/stockpricequote/cement-products-building-materials/vesuviusindia/VI06,
V,Voltas,"22,485.27",679.55,-13.65,-1.97,-1,[],1.90m,https://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V,
VST,VST,"6,294.13","4,076.00",79.25,1.98,1,[],1.95k,https://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST,
WCP,West Coast Pap,"1,375.80",208.3,1.45,0.7,1,[],67.62k,https://www.moneycontrol.com/india/stockpricequote/paper/westcoastpapermills/WCP,
WI11,Wheels,"1,414.39",587.75,21.7,3.83,1,[],1.66k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/wheelsindia/WI11,
FIC,Zensar Tech,"3,865.59",171.6,-1.5,-0.87,-1,[],41.47k,https://www.moneycontrol.com/india/stockpricequote/computers-software/zensartechnologies/ZT02,
ACC,ACC,"27,512.71","1,465.10",32.5,2.27,1,[],563.30k,https://www.moneycontrol.com/india/stockpricequote/cement-major/acc/ACC06,
GAC,Ambuja Cements,"39,295.92",197.9,4.65,2.41,1,[],2.47m,https://www.moneycontrol.com/india/stockpricequote/cement-major/ambujacements/AC18,
AL,Ashok Leyland,"23,763.09",80.95,2.45,3.12,1,[],22.24m,https://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/ashokleyland/AL,
AP,Aurobindo Pharm,"26,329.15",449.35,0.6,0.13,1,[],2.96m,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP,
AS28,Avenue Supermar,"1,11,771.36","1,782.75",4.2,0.24,1,[],496.90k,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19,
BA,Bajaj Holdings,"36,897.69","3,315.35",-44.4,-1.32,-1,[],18.92k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajholdingsinvestment/BHI,
BB09,Bandhan Bank,"82,918.65",515,-0.75,-0.15,-1,[],1.19m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/bandhanbank/BB09,
BOB,Bank of Baroda,"40,385.60",101.75,3.85,3.93,1,[],34.08m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofbaroda/BOB,
BL03,Biocon,"35,082.00",292.35,-0.5,-0.17,-1,[],2.88m,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,
MIC,Bosch,"44,824.29","15,197.95",233,1.56,1,[],29.48k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bosch/B05,
CHC,Cadila Health,"26,719.68",261,-3,-1.14,-1,[],863.94k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC,
CPI,Colgate,"40,165.48","1,476.75",0.7,0.05,1,[],357.12k,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI,
CCI,Container Corp,"35,195.89",577.65,15.95,2.84,1,[],2.21m,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/containercorporationindia/CCI,
DI,Dabur India,"81,284.94",460,2.3,0.5,1,[],855.40k,https://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI,
DL03,Divis Labs,"48,899.31","1,842.00",12.85,0.7,1,[],534.17k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03,
D04,DLF,"56,672.26",228.95,4.05,1.8,1,[],14.46m,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/dlf/D04,
GIC12,General Insuran,"41,526.65",236.7,7.8,3.41,1,[],533.63k,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12,
GCP,Godrej Consumer,"68,980.39",674.75,8.55,1.28,1,[],934.15k,https://www.moneycontrol.com/india/stockpricequote/personal-care/godrejconsumerproducts/GCP,
HI01,Havells India,"40,958.80",654.5,2.2,0.34,1,[],895.61k,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/havellsindia/HI01,
HAM02,HDFC AMC,"66,468.87","3,126.05",64.85,2.12,1,[],792.92k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/hdfcassetmanagementcompany/HAM02,
HSL01,HDFC Life,"1,18,851.09",588.9,6,1.03,1,[],2.10m,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/hdfclifeinsurancecompanylimited/HSL01,
HZ,Hind Zinc,"87,041.57",206,0.5,0.24,1,[],612.88k,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustanzinc/HZ,
HPC,HPCL,"40,747.02",267.4,1.2,0.45,1,[],2.36m,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,
ILG,ICICI Lombard ,"61,343.58","1,349.90",12.7,0.95,1,[],441.65k,https://www.moneycontrol.com/india/stockpricequote/diversified/icicilombardgeneralinsurancecompany/ILG,
IPL01,ICICI Prudentia,"71,175.20",495.7,2.45,0.5,1,[],1.05m,https://www.moneycontrol.com/india/stockpricequote/finance-general/iciciprudentiallifeinsurancecompany/IPL01,
IHF01,Indiabulls Hsg,"13,214.18",309.05,17.8,6.11,1,[],73.60m,https://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01,
IA05,Interglobe Avi,"50,853.55","1,322.05",-17.35,-1.3,-1,[],1.54m,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/interglobeaviation/IA04,
LFH,L&T Finance,"23,225.90",116.1,0.95,0.83,1,[],7.36m,https://www.moneycontrol.com/india/stockpricequote/finance-investments/ltfinanceholdings/LFH,
LC03,Lupin,"34,242.64",756.25,7.5,1,1,[],662.21k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,
MI25,Marico,"43,130.45",334.1,3,0.91,1,[],1.91m,https://www.moneycontrol.com/india/stockpricequote/personal-care/marico/M13,
MSS01,Motherson Sumi,"44,495.29",140.9,5.45,4.02,1,[],24.34m,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/mothersonsumisystems/MSS01,
NIA,New India Assur,"22,503.44",136.55,1.55,1.15,1,[],305.06k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA,
N07,NHPC,"24,007.63",23.9,0.1,0.42,1,[],1.90m,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/nhpc/N07,
NMD01,NMDC,"34,981.63",114.25,0.5,0.44,1,[],6.92m,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/nmdc/NMD02,
S11,Oracle Fin Serv,"25,180.98","2,933.10",17.2,0.59,1,[],54.76k,https://www.moneycontrol.com/india/stockpricequote/computers-software/oraclefinancialservicessoftware/OFS01,
PGI,P and G,"37,035.59","11,409.35",132.3,1.17,1,[],1.91k,https://www.moneycontrol.com/india/stockpricequote/personal-care/proctergamblehygienehealthcare/PGH,
PI35,Page Industries,"24,876.93","22,303.40",369.2,1.68,1,[],18.24k,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/pageindustries/PI35,
PLN,Petronet LNG,"41,167.50",274.45,2.9,1.07,1,[],2.88m,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/petronetlng/PLN,
PI11,Pidilite Ind,"67,279.40","1,324.45",-6.6,-0.5,-1,[],287.14k,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,
NP07,Piramal Enter,"33,357.52","1,677.55",19.8,1.19,1,[],1.08m,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,
PNB05,PNB,"43,423.61",64.45,3.65,6,1,[],29.86m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05,
PFC02,Power Finance,"30,492.94",115.5,0,0,0,[],3.43m,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02,
SAI,SAIL,"16,769.93",40.6,0.8,2.01,1,[],46.13m,https://www.moneycontrol.com/india/stockpricequote/steel-large/steelauthorityindia/SAI,
SLI03,SBI Life Insura,"97,490.00",974.9,14.5,1.51,1,[],1.12m,https://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03,
SC12,Shree Cements,"73,546.64","20,383.90",297.9,1.48,1,[],22.29k,https://www.moneycontrol.com/india/stockpricequote/cement-major/shreecements/SC12,
STF,Shriram Trans,"25,075.08","1,105.20",5,0.45,1,[],877.99k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/shriramtransportfinancecorporation/STF,
S,Siemens,"52,851.81","1,484.10",-3.7,-0.25,-1,[],354.06k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S,
UBB,United Brewerie,"32,291.80","1,221.30",10.7,0.88,1,[],361.09k,https://www.moneycontrol.com/india/stockpricequote/breweries-distilleries/unitedbreweries/UB02,
MC08,United Spirits,"42,886.22",590.2,-1.8,-0.3,-1,[],829.33k,https://www.moneycontrol.com/india/stockpricequote/breweries-distilleries/unitedspirits/US,
IC8,Vodafone Idea,"19,827.42",6.9,0.1,1.47,1,[],264.92m,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/vodafoneidealimited/IC8,
B3M,3M India,"23,375.41","20,750.35",11.5,0.06,1,[],781,https://www.moneycontrol.com/india/stockpricequote/diversified/3mindia/MI42,
AF32,AAVAS Financier,"15,091.57","1,927.35",17.5,0.92,1,[],40.43k,https://www.moneycontrol.com/india/stockpricequote/finance-general/aavasfinanciers/AF17,
ABC07,AB Capital,"23,211.20",100.35,0.95,0.96,1,[],1.91m,https://www.moneycontrol.com/india/stockpricequote/finance-investments/adityabirlacapital/ABC9,
ABB,ABB India,"31,516.07","1,487.25",2.75,0.19,1,[],93.44k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/abbindia/ABB,
ACC,ACC,"27,512.71","1,465.10",32.5,2.27,1,[],563.30k,https://www.moneycontrol.com/india/stockpricequote/cement-major/acc/ACC06,
ADANI54145,Adani Green Ene,"20,746.65",132.65,0.75,0.57,1,[],764.79k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanigreenenergylimited/ADANI54145,
MPS,Adani Ports,"76,586.88",376.95,4.45,1.19,1,[],2.70m,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/adaniportsspecialeconomiczone/MPS,
AP26,Adani Power,"23,643.04",61.3,0.9,1.49,1,[],5.77m,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanipower/AP11,
AT18,Adani Trans,"36,464.20",331.55,-4.4,-1.31,-1,[],220.24k,https://www.moneycontrol.com/india/stockpricequote/power-transmission-equipment/adanitransmission/AT22,
PFR,Aditya Birla F,"17,754.91",229.5,4.4,1.95,1,[],394.41k,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR,
AET02,Advanced Enzyme,"1,761.70",157.75,1.5,0.96,1,[],35.01k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET,
AC02,Aegis Logistics,"6,217.60",183.05,-2.85,-1.53,-1,[],112.66k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/aegislogistics/AL9,
AIE01,AIA Engineering,"15,526.08","1,646.10",29.45,1.82,1,[],8.78k,https://www.moneycontrol.com/india/stockpricequote/castings-forgings/aiaengineering/AIE01,
AP22,Ajanta Pharma,"8,547.68",979.55,-0.3,-0.03,-1,[],24.76k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22,
ICI,Akzo Nobel,"8,933.87","1,961.75",36.8,1.91,1,[],23.71k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/akzonobelindia/ICI,
AP29,Alembic Pharma,"10,401.37",551.75,1.65,0.3,1,[],19.86k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35,
AL16,Alkem Lab,"24,816.91","2,075.60",-9.05,-0.43,-1,[],10.86k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05,
AB15,Allahabad Bank,"7,201.52",19.35,0.25,1.31,1,[],2.79m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/allahabadbank/AB15,
AGL02,Allcargo,"2,353.76",95.8,0.1,0.1,1,[],109.25k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/allcargologistics/AGL02,
ARB,Amara Raja Batt,"12,671.73",741.85,6.25,0.85,1,[],207.47k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/amararajabatteries/ARB,
GAC,Ambuja Cements,"39,295.92",197.9,4.65,2.41,1,[],2.47m,https://www.moneycontrol.com/india/stockpricequote/cement-major/ambujacements/AC18,
AB14,Andhra Bank,"5,297.47",17.75,0.5,2.9,1,[],1.33m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/andhrabank/AB14,
BT09,APL Apollo,"4,136.77","1,638.30",17.6,1.09,1,[],8.66k,https://www.moneycontrol.com/india/stockpricequote/steel-tubes-pipes/aplapollotubes/BT09,
AHE,Apollo Hospital,"18,823.63","1,353.00",-32.5,-2.35,-1,[],2.56m,https://www.moneycontrol.com/india/stockpricequote/hospitals-medical-services/apollohospitalsenterprises/AHE,
AT,Apollo Tyres,"9,541.79",166.8,1.3,0.79,1,[],2.82m,https://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14,
AL,Ashok Leyland,"23,763.09",80.95,2.45,3.12,1,[],22.24m,https://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/ashokleyland/AL,
AB,Ashoka Buildcon,"2,645.82",94.25,-0.25,-0.26,-1,[],268.62k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/ashokabuildcon/AB,
API,Asian Paints,"1,67,279.30","1,743.95",-6.7,-0.38,-1,[],960.03k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/asianpaints/AP31,
ADH,Aster DM Health,"7,702.19",152.45,1.35,0.89,1,[],39.74k,https://www.moneycontrol.com/india/stockpricequote/diversified/asterdmhealthcareltd/ADH,
APT02,Astral Poly Tec,"17,609.40","1,168.80",3.05,0.26,1,[],66.46k,https://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02,
AID,AstraZeneca,"7,041.88","2,816.75",60.2,2.18,1,[],35.05k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP,
A06,Atul,"11,987.34","4,041.35",37.5,0.94,1,[],58.64k,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/atul/A06,
ASF03,AU Small Financ,"23,335.55",795.05,-4.5,-0.56,-1,[],625.30k,https://www.moneycontrol.com/india/stockpricequote/finance-general/ausmallfinancebank/ASF02,
AP,Aurobindo Pharm,"26,329.15",449.35,0.6,0.13,1,[],2.96m,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP,
AF21,Avanti Feeds,"7,161.75",525.65,25.25,5.05,1,[],777.43k,https://www.moneycontrol.com/india/stockpricequote/aquaculture/avantifeeds/AF21,
AS28,Avenue Supermar,"1,11,771.36","1,782.75",4.2,0.24,1,[],496.90k,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19,
UTI10,Axis Bank,"2,12,025.60",752,29.9,4.14,1,[],14.83m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/axisbank/AB16,
BA06,Bajaj Auto,"93,549.46","3,232.90",-28.55,-0.88,-1,[],360.10k,https://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/bajajauto/BA10,
BC14,Bajaj Consumer ,"3,332.80",225.9,-3.7,-1.61,-1,[],426.33k,https://www.moneycontrol.com/india/stockpricequote/personal-care/bajajconsumercare/BC02,
BE,Bajaj Electric,"3,394.38",331.3,3.2,0.98,1,[],64.70k,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/bajajelectricals/BE,
BAF,Bajaj Finance,"2,45,004.78","4,071.95",14.8,0.36,1,[],861.66k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/bajajfinance/BAF,
BF04,Bajaj Finserv,"1,46,570.22","9,210.30",41.05,0.45,1,[],215.36k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajfinserv/BF04,
BA,Bajaj Holdings,"36,897.69","3,315.35",-44.4,-1.32,-1,[],18.92k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajholdingsinvestment/BHI,
BI03,Balkrishna Ind,"18,447.29",954.25,31.25,3.39,1,[],1.52m,https://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,
BLC,Balmer Lawrie,"2,171.75",190.5,1,0.53,1,[],55.52k,https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,
BCM,Balrampur Chini,"3,755.40",170.7,7.1,4.34,1,[],1.97m,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM,
BB09,Bandhan Bank,"82,918.65",515,-0.75,-0.15,-1,[],1.19m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/bandhanbank/BB09,
BOB,Bank of Baroda,"40,385.60",101.75,3.85,3.93,1,[],34.08m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofbaroda/BOB,
BOI,Bank of India,"23,233.39",70.9,2.1,3.05,1,[],4.42m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofindia/BOI,
BM05,Bank of Mah,"6,843.33",11.75,0.15,1.29,1,[],556.18k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankmaharashtra/BM05,
BAS,BASF,"4,198.06",969.85,4.85,0.5,1,[],8.05k,https://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS,
BI01,Bata India,"22,137.58","1,722.40",11.1,0.65,1,[],589.21k,https://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01,
BEM,BEML,"4,131.97",992.2,5.75,0.58,1,[],496.10k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/beml/BEM03,
BPI02,Berger Paints,"48,619.61",500.65,2.25,0.45,1,[],828.03k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/bergerpaintsindia/BPI02,
BDL01,Bharat Dynamics,"5,327.07",290.65,2.1,0.73,1,[],88.70k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharatdynamicsltd/BDL01,
BE03,Bharat Elec,"24,365.93",100,1.2,1.21,1,[],9.43m,https://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03,
BFC,Bharat Forge,"21,626.59",464.5,16,3.57,1,[],2.67m,https://www.moneycontrol.com/india/stockpricequote/castings-forgings/bharatforge/BF03,
BTV,Bharti Airtel,"2,19,549.53",427.8,-10.85,-2.47,-1,[],13.07m,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08,
BI26,Bharti Infratel,"46,684.11",252.4,0.2,0.08,1,[],7.64m,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/bhartiinfratel/BI14,
BHE,BHEL,"16,243.83",46.65,1.45,3.21,1,[],12.78m,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE,
BL03,Biocon,"35,082.00",292.35,-0.5,-0.17,-1,[],2.88m,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,
BC07,Birla Corp,"4,830.55",627.3,-15.55,-2.42,-1,[],55.43k,https://www.moneycontrol.com/india/stockpricequote/cement-major/birlacorporation/BC07,
BCP01,Bliss GVS,"1,586.40",153.8,3.35,2.23,1,[],291.28k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV,
BDE,Blue Dart,"5,187.05","2,186.05",-13.95,-0.63,-1,[],34.20k,https://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE,
BS,Blue Star,"7,668.03",796.15,3.7,0.47,1,[],84.81k,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/bluestar/BS,
BBT,Bombay Burmah,"7,148.83","1,024.60",4.2,0.41,1,[],69.01k,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/bombayburmahtradingcorporation/BBT,
BDM,Bombay Dyeing,"1,537.65",74.45,1.7,2.34,1,[],1.27m,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/bombaydyeingmanufacturingcompany/BDM,
MIC,Bosch,"44,824.29","15,197.95",233,1.56,1,[],29.48k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bosch/B05,
BPC,BPCL,"1,07,757.63",496.75,5,1.02,1,[],7.63m,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC,
BE08,Brigade Ent,"4,210.05",206.05,3.1,1.53,1,[],94.53k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/brigadeenterprises/BE08,
BI,Britannia,"73,448.64","3,054.40",-19.15,-0.62,-1,[],249.10k,https://www.moneycontrol.com/india/stockpricequote/food-processing/britanniaindustries/BI,
B03,BSE Limited,"2,234.56",496.3,8.2,1.68,1,[],36.54k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bselimited/B08,
CHC,Cadila Health,"26,719.68",261,-3,-1.14,-1,[],863.94k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC,
CFH,Can Fin Homes,"5,546.54",416.55,5.5,1.34,1,[],186.52k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/canfinhomes/CFH,
CB06,Canara Bank,"23,473.87",227.85,10,4.59,1,[],10.18m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06,
CPL,Caplin Labs,"2,318.83",306.55,9.65,3.25,1,[],91.35k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/caplinpointlaboratories/CPL,
CU,Carborundum,"6,152.55",325.05,3.15,0.98,1,[],202.15k,https://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU,
CAR,CARE Ratings,"1,408.84",478.2,-0.05,-0.01,-1,[],19.56k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR,
CI01,Castrol,"12,952.56",130.95,1.2,0.92,1,[],1.29m,https://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01,
CC10,CCL Products,"2,427.09",182.45,-2.75,-1.48,-1,[],119.75k,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/cclproductsindia/CC10,
CDS,CDSL,"2,278.10",218,0.45,0.21,1,[],165.43k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/centraldepositoryservicesltd/CDS,
C07,Ceat,"3,952.99",977.25,6.2,0.64,1,[],201.11k,https://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07,
CBO01,Central Bank,"10,934.20",19.15,0.7,3.79,1,[],1.64m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/centralbankindia/CBO01,
